36 2 37 36 38 31 31 33
36 3 35 32 31 30 32 34
36 4 38 37 42 27 32 26
36 5 34 28 33 32 30 29
36 6 30 33 31 22 21 26
36 7 35 32 31 36 35 34
37 1 25 21 27 28 27 21
37 2 27 23 23 28 25 27
37 3 26 24 26 27 22 22
37 4 21 21 26 17 19 17
37 5 16 24 20 23 25 23
38 1 19 23 23 20 26 24
38 2 19 11 16 20 22 21
38 3 26 22 21 21 21 26
38 4 26 25 24 24 24 23
38 5 18 21 21 25 28 27
38 6 16 20 23 20 18 19
39 1 31 36 34 32 32 29
39 2 23 31 30 22 25 23
39 3 18 21 20 28 27 26
39 4 22 28 18 24 26 25
39 5 30 32 35 32 33 33
39 6 31 30 31 29 31 29
40 1 24 27 24 25 18 23
40 2 26 23 26 23 17 24
40 3 29 25 33 31 27 29
40 4 26 21 24 29 23 25
40 5 24 22 27 24 23 28
40 6 26 27 27 26 25 25
40 7 29 28 29 28 25 29
41 1 24 33 33 33 33 36
41 2 24 27 30 28 20 23
41 3 31 30 32 30 33 24
41 4 39 36 35 40 34 38
41 5 37 41 34 28 30 28
41 6 32 30 30 39 38 34
41 7 38 42 39 32 32 31
41 8 35 33 30 35 33 33
42 1 30 31 30 34 33 30
42 2 31 28 33 25 28 30
42 3 33 35 26 28 30 32
42 4 28 25 24 27 32 35
42 5 36 33 35 35 38 36
42 6 33 27 28 30 31 30
42 7 29 29 26 34 30 31
42 8 33 32 29 35 36 36
43 1 30 33 32 30 37 34
43 2 30 31 25 36 34 36
43 3 29 31 30 28 30 27
43 4 31 31 23 39 31 35
43 5 28 31 32 31 31 31
43 6 36 28 34 25 23 33
43 7 29 26 30 29 30 27
43 8 28 29 29 30 33 32
44 1 28 26 27 26 29 30
44 2 27 30 35 34 37 38
44 3 30 30 32 30 32 27
44 4 34 34 32 36 38 41
45 1 35 35 33 34 40 36
45 2 35 37 31 36 38 41
45 3 42 41 42 37 33 40
45 4 37 37 34 39 41 41
45 5 34 42 32 39 39 37
45 6 45 43 40 41 41 43
46 1 32 27 32 32 31 29
46 2 25 30 32 36 37 31
46 3 32 32 34 34 37 33
46 4 36 29 32 30 29 33
46 5 37 33 36 38 30 29
46 6 33 34 41 35 31 32
46 7 27 28 30 31 28 27
47 1 36 34 36 28 34 32
47 2 28 30 30 27 31 31
47 3 30 30 31 22 24 29
47 4 31 28 27 29 32 26
47 5 30 31 37 31 26 30
47 6 34 34 36 43 41 38
47 7 30 29 35 22 27 21
48 1 29 35 33 28 29 28
48 2 35 24 27 30 32 30
48 3 33 35 28 41 37 36
48 4 32 32 34 31 27 29
48 5 31 34 31 32 30 31
48 6 28 30 30 33 26 25
48 7 32 41 33 32 28 30
48 8 32 35 35 38 31 35
49 1 24 28 29 28 27 28
49 2 27 26 26 29 25 28
49 3 24 23 20 27 27 24
49 4 24 27 27 21 20 28
49 5 31 26 31 28 25 26
49 6 27 26 26 24 22 28
49 7 28 33 33 24 28 27
49 8 25 27 26 25 29 26
49 9 22 20 20 25 28 34
50 1 28 29 31 29 28 31
50 2 35 33 32 32 33 42
50 3 38 39 34 30 37 34
50 4 32 31 39 24 25 30
50 5 29 26 28 32 28 33
50 6 34 36 37 31 34 34
50 7 30 31 31 34 34 35
50 8 30 31 29 33 31 34
50 9 36 27 34 30 37 38
51 1 36 30 36 31 29 33
51 2 31 34 37 32 32 34
51 3 26 31 27 32 35 36
51 4 27 30 28 28 30 30
51 5 38 31 32 32 31 31
51 6 33 35 34 32 32 35
51 7 33 32 29 29 30 31
51 8 35 30 38 41 38 36
51 9 31 29 34 31 31 36
51 10 38 35 39 35 34 39
52 1 35 44 32 35 35 36
52 2 29 32 24 29 25 27
52 3 20 23 23 31 35 31
52 4 37 33 31 29 27 26
52 5 27 33 27 32 30 33
53 1 24 29 32 27 28 31
53 2 33 36 35 27 30 31
53 3 20 20 24 21 26 25
53 4 29 29 33 34 35 38
53 5 31 33 32 36 36 34
54 1 28 22 22 25 28 26
54 2 24 19 21 23 24 26
54 3 24 24 33 27 26 27
54 4 29 25 23 30 32 26
54 5 28 24 24 23 26 30
54 6 33 24 32 30 33 29
54 7 31 28 29 18 25 22
54 8 33 24 30 19 22 19
54 9 31 26 23 31 31 32
55 1 33 34 34 27 33 36
55 2 36 38 34 30 35 38
55 3 36 36 31 33 35 36
55 4 33 34 28 36 36 37
55 5 23 31 25 27 28 32
56 1 26 34 32 38 28 31
56 2 31 32 30 29 34 31
56 3 26 35 33 32 30 26
56 4 38 36 32 26 29 30
56 5 25 25 23 31 28 25
56 6 25 32 33 27 31 33
56 7 21 27 25 26 32 32
57 1 27 28 29 32 30 27
57 2 31 32 32 33 31 30
57 3 31 27 27 34 29 32
57 4 30 28 30 39 32 34
57 5 35 30 33 27 29 30
57 6 26 26 23 31 29 29
57 7 35 34 31 31 33 33
57 8 25 25 20 24 23 23
57 9 31 27 27 32 29 25
57 10 29 27 30 29 25 30
57 11 31 29 25 31 35 32
57 12 23 19 20 26 26 23
58 1 31 35 33 32 34 31
58 2 38 34 31 36 33 36
58 3 35 33 33 36 38 32
58 4 33 35 34 31 27 25
58 5 34 36 33 27 27 28
58 6 32 35 35 36 31 27
59 1 25 29 31 29 30 32
59 2 32 34 40 34 34 37
59 3 29 29 30 32 30 33
59 4 30 30 29 38 36 34
59 5 26 31 27 33 30 28
59 6 31 33 27 31 28 30
59 7 27 33 31 36 35 31
59 8 28 28 30 34 33 32
59 9 25 26 27 30 24 30
59 10 31 35 38 41 36 37
59 11 28 29 28 36 31 31
60 1 32 31 30 22 28 28
60 2 31 28 35 20 24 26
60 3 30 32 33 37 37 38
60 4 32 34 31 30 31 33
60 5 31 30 33 26 32 28
60 6 30 32 28 28 27 29
60 7 31 30 28 24 21 29
60 8 25 22 31 20 22 22
