 3121 308 0 1  5  6
 3121 309 1 0  4  5
 3121 310 1 1  2  3
 3122 311 0 0  0  1
 3122 312 0 1  2  2
 3122 313 1 1  1  1
 3123 314 0 0  4  4
 3123 315 0 1  3  4
 3123 316 1 0  1  1
 3123 317 1 1  9  9
 3124 318 0 0  3  5
 3124 319 0 1  5  6
 3124 320 1 0  7  8
 3124 321 1 1  9  9
 3125 322 0 0  1  1
 3125 323 0 1 10 12
 3125 324 1 1  2  3
 3126 325 0 0  6  7
 3126 326 0 1 11 12
 3126 327 1 0  3  3
 3126 328 1 1 10 10
 3127 329 0 0  3  4
 3127 330 0 1  1  1
 3127 331 1 0  1  2
 4108 332 0 0  1  1
 4108 333 1 0  1  1
 4108 334 1 1  0  1
 4109 335 0 0  3  8
 4109 336 0 1  3  5
 4109 337 1 0  2 10
 4109 338 1 1  7 12
 4100 339 0 0  0  4
 4100 340 0 1  6 11
 4100 341 1 0  3  8
 4100 342 1 1 10 15
 4111 343 0 0  4 11
 4111 344 0 1  3  4
 4111 345 1 0  4 14
 4111 346 1 1  4  8
 4112 347 0 0  7 12
 4112 348 0 1  7  9
 4112 349 1 0  6 10
 4112 350 1 1  5  9
 4113 351 0 0  1  3
 4113 352 0 1  5  9
 4113 353 1 0  2  5
 4113 354 1 1  8  9
 4114 355 0 0  4  6
 4114 356 0 1  7  9
 4114 357 1 0  2  5
 4114 358 1 1  6  9
 4115 359 0 0  2  2
 4115 360 0 1 10 14
 4115 361 1 0  2  4
 4115 362 1 1  2  5
 4116 363 0 0  0  2
 4116 364 0 1  4  5
 4116 365 1 0  1  3
 4116 366 1 1  3  4
 4117 367 0 0  3  4
 4117 368 0 1  3  3
 4117 369 1 0  0  2
 4117 370 1 1  5  7
 4118 371 0 1  4  6
 4118 372 1 1  1  1
 4119 373 0 0  2  2
 4119 374 0 1  8 12
 4119 375 1 0  1  2
 4119 376 1 1  4  8
 4120 377 0 0  1  3
 4120 378 0 1  8  9
 4120 379 1 0  4  5
 4120 380 1 1 12 13
 4121 381 0 0  1  1
 4121 382 0 1  5  5
 4121 383 1 0  4  6
 4121 384 1 1  3  3
 4122 385 0 0  4 11
 4122 386 0 1 11 12
 4122 387 1 0  1  6
 4122 388 1 1  6  9
 4123 389 0 0  6 14
 4123 390 0 1  9 12
 4123 391 1 0  7 10
 4123 392 1 1 14 21
 4124 393 0 0  3  9
 4124 394 0 1  3  4
 4124 395 1 0  3  8
 4124 396 1 1  5  7
 4125 397 1 1  1  1
 4126 398 0 0  0  3
 4126 399 0 1  4  4
 4126 400 1 0  1  3
 4126 401 1 1  6  7

